REGIONE,PROVINCIA,QUESITO,Campo calcolato 1,SUM of NUM_REFERENDUM,SUM of ELETTORI,SUM of ELETTORI_MASCHI,SUM of ELETTORI_F,SUM of VOTANTI,SUM of VOTANTI_MASCHI,SUM of VOTANTI_F,SUM of VOTI_SI,SUM of VOTI_NO,SUM of SCHEDE_BIANCHE
 Total,,,#DIV/0!,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ABRUZZI,Chieti,Autorizzazione al commercio,50.95%,6,"358,847.00","175,001.00","183,846.00","182,826.00","92,598.00","90,228.00","59,313.00","95,980.00","22,772.00"
,,Concessioni televisive nazionali,51.68%,0,"358,847.00","175,001.00","183,846.00","185,446.00","93,989.00","91,457.00","67,794.00","106,460.00","7,594.00"
,,Contrattazione pubblico impiego,50.92%,3,"358,847.00","175,001.00","183,846.00","182,714.00","92,518.00","90,196.00","93,368.00","60,180.00","24,145.00"
,,Interruzioni pubblicitarie,51.68%,0,"358,847.00","175,001.00","183,846.00","185,469.00","94,009.00","91,460.00","69,791.00","105,129.00","7,256.00"
,,Legge elettorale comuni,50.97%,8,"358,847.00","175,001.00","183,846.00","182,910.00","92,696.00","90,214.00","80,682.00","75,180.00","22,465.00"
,,Orari esercizi commerciali,51.01%,9,"358,847.00","175,001.00","183,846.00","183,037.00","92,722.00","90,315.00","62,853.00","96,607.00","19,091.00"
,,Privatizzazione RAI,50.98%,5,"358,847.00","175,001.00","183,846.00","182,955.00","92,738.00","90,217.00","75,468.00","82,951.00","20,085.00"
,,Raccolta pubblicita' radiotelevisiva,51.67%,0,"358,847.00","175,001.00","183,846.00","185,408.00","93,938.00","91,470.00","68,344.00","106,147.00","7,550.00"
,,Rappresentanze sindacali (richiesta massimale),50.91%,1,"358,847.00","175,001.00","183,846.00","182,701.00","92,589.00","90,112.00","78,910.00","76,806.00","21,590.00"
,,Rappresentanze sindacali (richiesta minimale),50.90%,2,"358,847.00","175,001.00","183,846.00","182,660.00","92,589.00","90,071.00","89,673.00","64,138.00","23,849.00"
,,Soggiorno cautelare,50.94%,4,"358,847.00","175,001.00","183,846.00","182,791.00","92,487.00","90,304.00","86,029.00","66,025.00","25,124.00"
,,Trattenute contributi sindacali,50.99%,7,"358,847.00","175,001.00","183,846.00","182,992.00","92,749.00","90,243.00","86,693.00","70,015.00","21,687.00"
,Chieti Total,,51.13%,45,"4,306,164.00","2,100,012.00","2,206,152.00","2,201,909.00","1,115,622.00","1,086,287.00","918,918.00","1,005,618.00","223,208.00"
,L'Aquila,Autorizzazione al commercio,47.65%,6,"278,907.00","135,368.00","143,539.00","132,895.00","66,126.00","66,769.00","44,708.00","66,643.00","18,560.00"
,,Concessioni televisive nazionali,48.57%,0,"278,907.00","135,368.00","143,539.00","135,475.00","67,434.00","68,041.00","45,154.00","83,116.00","5,219.00"
,,Contrattazione pubblico impiego,47.59%,3,"278,907.00","135,368.00","143,539.00","132,718.00","66,028.00","66,690.00","71,282.00","38,864.00","19,254.00"
,,Interruzioni pubblicitarie,48.57%,0,"278,907.00","135,368.00","143,539.00","135,464.00","67,419.00","68,045.00","46,324.00","82,251.00","5,246.00"
,,Legge elettorale comuni,47.71%,8,"278,907.00","135,368.00","143,539.00","133,069.00","66,232.00","66,837.00","61,782.00","49,609.00","18,659.00"
,,Orari esercizi commerciali,47.70%,9,"278,907.00","135,368.00","143,539.00","133,049.00","66,181.00","66,868.00","46,516.00","68,051.00","15,954.00"
,,Privatizzazione RAI,47.76%,5,"278,907.00","135,368.00","143,539.00","133,219.00","66,288.00","66,931.00","54,534.00","59,724.00","16,194.00"
,,Raccolta pubblicita' radiotelevisiva,48.55%,0,"278,907.00","135,368.00","143,539.00","135,411.00","67,394.00","68,017.00","45,315.00","82,756.00","5,484.00"
,,Rappresentanze sindacali (richiesta massimale),47.61%,1,"278,907.00","135,368.00","143,539.00","132,790.00","66,074.00","66,716.00","61,131.00","51,031.00","17,195.00"
,,Rappresentanze sindacali (richiesta minimale),47.58%,2,"278,907.00","135,368.00","143,539.00","132,716.00","66,022.00","66,694.00","68,618.00","42,097.00","18,832.00"
,,Soggiorno cautelare,47.57%,4,"278,907.00","135,368.00","143,539.00","132,672.00","65,994.00","66,678.00","62,843.00","46,347.00","20,040.00"
,,Trattenute contributi sindacali,47.71%,7,"278,907.00","135,368.00","143,539.00","133,067.00","66,262.00","66,805.00","67,804.00","45,232.00","16,638.00"
,L'Aquila Total,,47.88%,45,"3,346,884.00","1,624,416.00","1,722,468.00","1,602,545.00","797,454.00","805,091.00","676,011.00","715,721.00","177,275.00"
,Pescara,Autorizzazione al commercio,52.64%,6,"268,659.00","130,490.00","138,169.00","141,417.00","70,845.00","70,572.00","46,192.00","75,787.00","16,161.00"
,,Concessioni televisive nazionali,53.62%,0,"268,659.00","130,490.00","138,169.00","144,060.00","72,186.00","71,874.00","53,872.00","83,864.00","4,308.00"
,,Contrattazione pubblico impiego,52.60%,3,"268,659.00","130,490.00","138,169.00","141,308.00","70,854.00","70,454.00","79,291.00","41,449.00","17,086.00"
,,Interruzioni pubblicitarie,53.62%,0,"268,659.00","130,490.00","138,169.00","144,063.00","72,177.00","71,886.00","55,046.00","82,922.00","4,176.00"
,,Legge elettorale comuni,52.74%,8,"268,659.00","130,490.00","138,169.00","141,699.00","71,065.00","70,634.00","66,826.00","56,310.00","15,564.00"
,,Orari esercizi commerciali,52.73%,9,"268,659.00","130,490.00","138,169.00","141,677.00","70,971.00","70,706.00","48,690.00","76,884.00","13,237.00"
,,Privatizzazione RAI,52.75%,5,"268,659.00","130,490.00","138,169.00","141,706.00","71,045.00","70,661.00","61,122.00","63,552.00","13,921.00"
,,Raccolta pubblicita' radiotelevisiva,53.61%,0,"268,659.00","130,490.00","138,169.00","144,021.00","72,164.00","71,857.00","54,110.00","83,411.00","4,375.00"
,,Rappresentanze sindacali (richiesta massimale),52.62%,1,"268,659.00","130,490.00","138,169.00","141,378.00","70,892.00","70,486.00","66,715.00","56,035.00","15,066.00"
,,Rappresentanze sindacali (richiesta minimale),52.59%,2,"268,659.00","130,490.00","138,169.00","141,296.00","70,851.00","70,445.00","76,220.00","48,751.00","16,754.00"
,,Soggiorno cautelare,52.57%,4,"268,659.00","130,490.00","138,169.00","141,223.00","70,762.00","70,461.00","71,097.00","49,046.00","17,525.00"
,,Trattenute contributi sindacali,52.72%,7,"268,659.00","130,490.00","138,169.00","141,634.00","71,034.00","70,600.00","72,975.00","50,445.00","15,012.00"
,Pescara Total,,52.90%,45,"3,223,908.00","1,565,880.00","1,658,028.00","1,705,482.00","854,846.00","850,636.00","752,156.00","768,456.00","153,185.00"
,Teramo,Autorizzazione al commercio,53.40%,6,"248,556.00","122,166.00","126,390.00","132,724.00","67,418.00","65,306.00","44,186.00","66,164.00","19,231.00"
,,Concessioni televisive nazionali,54.19%,0,"248,556.00","122,166.00","126,390.00","134,688.00","68,426.00","66,262.00","50,138.00","76,431.00","5,952.00"
,,Contrattazione pubblico impiego,53.38%,3,"248,556.00","122,166.00","126,390.00","132,672.00","67,505.00","65,167.00","70,976.00","38,598.00","19,961.00"
,,Interruzioni pubblicitarie,54.02%,0,"248,556.00","122,166.00","126,390.00","134,278.00","68,128.00","66,150.00","51,349.00","75,622.00","5,701.00"
,,Legge elettorale comuni,53.46%,8,"248,556.00","122,166.00","126,390.00","132,866.00","67,621.00","65,245.00","57,313.00","53,368.00","18,939.00"
,,Orari esercizi commerciali,53.42%,9,"248,556.00","122,166.00","126,390.00","132,769.00","67,478.00","65,291.00","46,103.00","67,496.00","16,317.00"
,,Privatizzazione RAI,53.46%,5,"248,556.00","122,166.00","126,390.00","132,878.00","67,267.00","65,611.00","59,462.00","53,573.00","16,970.00"
,,Raccolta pubblicita' radiotelevisiva,54.18%,0,"248,556.00","122,166.00","126,390.00","134,668.00","68,434.00","66,234.00","50,311.00","76,309.00","6,041.00"
,,Rappresentanze sindacali (richiesta massimale),53.41%,1,"248,556.00","122,166.00","126,390.00","132,754.00","67,545.00","65,209.00","56,689.00","55,263.00","17,288.00"
,,Rappresentanze sindacali (richiesta minimale),53.38%,2,"248,556.00","122,166.00","126,390.00","132,673.00","67,437.00","65,236.00","68,415.00","41,624.00","19,232.00"
,,Soggiorno cautelare,53.34%,4,"248,556.00","122,166.00","126,390.00","132,585.00","67,381.00","65,204.00","62,852.00","44,624.00","21,495.00"
,,Trattenute contributi sindacali,53.46%,7,"248,556.00","122,166.00","126,390.00","132,871.00","67,509.00","65,362.00","62,155.00","50,239.00","18,009.00"
,Teramo Total,,53.59%,45,"2,982,672.00","1,465,992.00","1,516,680.00","1,598,426.00","812,149.00","786,277.00","679,949.00","699,311.00","185,136.00"
ABRUZZI Total,,,51.29%,180,"13,859,628.00","6,756,300.00","7,103,328.00","7,108,362.00","3,580,071.00","3,528,291.00","3,027,034.00","3,189,106.00","738,804.00"
BASILICATA,Matera,Autorizzazione al commercio,42.93%,6,"167,075.00","82,262.00","84,813.00","71,717.00","37,451.00","34,266.00","23,968.00","35,348.00","9,411.00"
,,Concessioni televisive nazionali,43.50%,0,"167,075.00","82,262.00","84,813.00","72,675.00","38,026.00","34,649.00","28,985.00","37,553.00","3,686.00"
,,Contrattazione pubblico impiego,42.90%,3,"167,075.00","82,262.00","84,813.00","71,672.00","37,464.00","34,208.00","34,960.00","23,814.00","9,695.00"
,,Interruzioni pubblicitarie,43.49%,0,"167,075.00","82,262.00","84,813.00","72,669.00","38,028.00","34,641.00","29,639.00","37,128.00","3,692.00"
,,Legge elettorale comuni,43.58%,8,"167,075.00","82,262.00","84,813.00","72,811.00","38,545.00","34,266.00","28,042.00","31,458.00","9,192.00"
,,Orari esercizi commerciali,42.96%,9,"167,075.00","82,262.00","84,813.00","71,775.00","37,490.00","34,285.00","24,732.00","36,114.00","8,224.00"
,,Privatizzazione RAI,42.96%,5,"167,075.00","82,262.00","84,813.00","71,769.00","37,504.00","34,265.00","28,510.00","31,855.00","8,564.00"
,,Raccolta pubblicita' radiotelevisiva,43.48%,0,"167,075.00","82,262.00","84,813.00","72,651.00","38,012.00","34,639.00","28,780.00","37,796.00","3,856.00"
,,Rappresentanze sindacali (richiesta massimale),42.95%,1,"167,075.00","82,262.00","84,813.00","71,767.00","37,337.00","34,430.00","28,876.00","31,260.00","8,552.00"
,,Rappresentanze sindacali (richiesta minimale),42.90%,2,"167,075.00","82,262.00","84,813.00","71,681.00","37,465.00","34,216.00","34,068.00","25,090.00","9,411.00"
,,Soggiorno cautelare,42.86%,4,"167,075.00","82,262.00","84,813.00","71,603.00","37,402.00","34,201.00","28,597.00","28,839.00","10,875.00"
,,Trattenute contributi sindacali,43.02%,7,"167,075.00","82,262.00","84,813.00","71,884.00","37,598.00","34,286.00","33,607.00","27,020.00","8,455.00"
,Matera Total,,43.13%,45,"2,004,900.00","987,144.00","1,017,756.00","864,674.00","452,322.00","412,352.00","352,764.00","383,275.00","93,613.00"
,Potenza,Autorizzazione al commercio,37.56%,6,"348,288.00","171,730.00","176,558.00","130,810.00","68,367.00","62,443.00","42,102.00","62,942.00","20,664.00"
,,Concessioni televisive nazionali,37.94%,0,"348,288.00","171,730.00","176,558.00","132,145.00","69,216.00","62,929.00","48,262.00","70,024.00","10,182.00"
,,Contrattazione pubblico impiego,37.73%,3,"348,288.00","171,730.00","176,558.00","131,421.00","68,960.00","62,461.00","58,031.00","45,312.00","21,888.00"
,,Interruzioni pubblicitarie,37.94%,0,"348,288.00","171,730.00","176,558.00","132,145.00","69,210.00","62,935.00","49,671.00","69,219.00","9,864.00"
,,Legge elettorale comuni,37.44%,8,"348,288.00","171,730.00","176,558.00","130,414.00","68,254.00","62,160.00","50,002.00","54,415.00","21,108.00"
,,Orari esercizi commerciali,37.58%,9,"348,288.00","171,730.00","176,558.00","130,890.00","68,479.00","62,411.00","43,023.00","64,971.00","18,520.00"
,,Privatizzazione RAI,37.68%,5,"348,288.00","171,730.00","176,558.00","131,219.00","68,650.00","62,569.00","48,470.00","58,828.00","18,874.00"
,,Raccolta pubblicita' radiotelevisiva,38.00%,0,"348,288.00","171,730.00","176,558.00","132,341.00","69,352.00","62,989.00","48,167.00","70,334.00","9,837.00"
,,Rappresentanze sindacali (richiesta massimale),37.52%,1,"348,288.00","171,730.00","176,558.00","130,666.00","68,405.00","62,261.00","50,390.00","55,829.00","19,284.00"
,,Rappresentanze sindacali (richiesta minimale),37.59%,2,"348,288.00","171,730.00","176,558.00","130,917.00","68,428.00","62,489.00","56,043.00","48,086.00","21,228.00"
,,Soggiorno cautelare,37.37%,4,"348,288.00","171,730.00","176,558.00","130,138.00","68,028.00","62,110.00","52,338.00","50,831.00","22,071.00"
,,Trattenute contributi sindacali,37.50%,7,"348,288.00","171,730.00","176,558.00","130,603.00","68,256.00","62,347.00","57,360.00","48,982.00","19,739.00"
,Potenza Total,,37.65%,45,"4,179,456.00","2,060,760.00","2,118,696.00","1,573,709.00","823,605.00","750,104.00","603,859.00","699,773.00","213,259.00"
BASILICATA Total,,,39.43%,90,"6,184,356.00","3,047,904.00","3,136,452.00","2,438,383.00","1,275,927.00","1,162,456.00","956,623.00","1,083,048.00","306,872.00"
CALABRIA,Catanzaro,Autorizzazione al commercio,38.92%,6,"326,043.00","159,243.00","166,800.00","126,904.00","65,864.00","61,040.00","39,504.00","62,889.00","20,702.00"
,,Concessioni televisive nazionali,39.59%,0,"326,043.00","159,243.00","166,800.00","129,074.00","67,083.00","61,991.00","41,114.00","78,646.00","6,766.00"
,,Contrattazione pubblico impiego,38.92%,3,"326,043.00","159,243.00","166,800.00","126,902.00","65,881.00","61,021.00","58,463.00","42,799.00","21,397.00"
,,Interruzioni pubblicitarie,39.58%,0,"326,043.00","159,243.00","166,800.00","129,063.00","67,074.00","61,989.00","42,562.00","77,638.00","6,602.00"
,,Legge elettorale comuni,38.97%,8,"326,043.00","159,243.00","166,800.00","127,059.00","65,973.00","61,086.00","51,506.00","51,445.00","20,440.00"
,,Orari esercizi commerciali,38.96%,9,"326,043.00","159,243.00","166,800.00","127,034.00","65,970.00","61,064.00","40,657.00","65,229.00","17,755.00"
,,Privatizzazione RAI,38.99%,5,"326,043.00","159,243.00","166,800.00","127,111.00","66,010.00","61,101.00","44,305.00","60,774.00","18,535.00"
,,Raccolta pubblicita' radiotelevisiva,39.57%,0,"326,043.00","159,243.00","166,800.00","129,017.00","67,043.00","61,974.00","40,895.00","78,876.00","6,778.00"
,,Rappresentanze sindacali (richiesta massimale),38.92%,1,"326,043.00","159,243.00","166,800.00","126,883.00","65,873.00","61,010.00","52,399.00","51,019.00","19,134.00"
,,Rappresentanze sindacali (richiesta minimale),38.91%,2,"326,043.00","159,243.00","166,800.00","126,850.00","65,875.00","60,975.00","56,438.00","45,166.00","20,924.00"
,,Soggiorno cautelare,38.90%,4,"326,043.00","159,243.00","166,800.00","126,816.00","65,836.00","60,980.00","47,059.00","54,169.00","21,341.00"
,,Trattenute contributi sindacali,38.93%,7,"326,043.00","159,243.00","166,800.00","126,928.00","65,925.00","61,003.00","57,160.00","46,406.00","19,604.00"
,Catanzaro Total,,39.10%,45,"3,912,516.00","1,910,916.00","2,001,600.00","1,529,641.00","794,407.00","735,234.00","572,062.00","715,056.00","199,978.00"
,Cosenza,Autorizzazione al commercio,38.47%,6,"634,670.00","312,058.00","322,612.00","244,184.00","128,668.00","115,516.00","81,259.00","115,429.00","39,951.00"
,,Concessioni televisive nazionali,38.93%,0,"634,670.00","312,058.00","322,612.00","247,092.00","130,179.00","116,913.00","118,249.00","122,396.00","15,723.00"
,,Contrattazione pubblico impiego,38.47%,3,"634,670.00","312,058.00","322,612.00","244,149.00","128,637.00","115,512.00","116,186.00","77,761.00","42,042.00"
,,Interruzioni pubblicitarie,38.93%,0,"634,670.00","312,058.00","322,612.00","247,080.00","130,172.00","116,908.00","86,630.00","140,500.00","14,418.00"
,,Legge elettorale comuni,38.48%,8,"634,670.00","312,058.00","322,612.00","244,236.00","128,643.00","115,593.00","100,844.00","96,260.00","39,239.00"
,,Orari esercizi commerciali,38.52%,9,"634,670.00","312,058.00","322,612.00","244,461.00","128,799.00","115,662.00","84,018.00","119,369.00","34,244.00"
,,Privatizzazione RAI,38.53%,5,"634,670.00","312,058.00","322,612.00","244,521.00","128,854.00","115,667.00","91,194.00","110,042.00","35,918.00"
,,Raccolta pubblicita' radiotelevisiva,38.96%,0,"634,670.00","312,058.00","322,612.00","247,297.00","130,175.00","117,122.00","84,178.00","142,442.00","14,793.00"
,,Rappresentanze sindacali (richiesta massimale),38.48%,1,"634,670.00","312,058.00","322,612.00","244,248.00","128,714.00","115,534.00","103,535.00","94,356.00","37,699.00"
,,Rappresentanze sindacali (richiesta minimale),38.45%,2,"634,670.00","312,058.00","322,612.00","244,053.00","128,652.00","115,401.00","112,138.00","82,387.00","41,226.00"
,,Soggiorno cautelare,38.46%,4,"634,670.00","312,058.00","322,612.00","244,121.00","128,583.00","115,538.00","97,392.00","96,457.00","40,978.00"
,,Trattenute contributi sindacali,38.51%,7,"634,670.00","312,058.00","322,612.00","244,385.00","128,803.00","115,582.00","111,941.00","86,889.00","37,851.00"
,Cosenza Total,,38.60%,45,"7,616,040.00","3,744,696.00","3,871,344.00","2,939,827.00","1,548,879.00","1,390,948.00","1,187,564.00","1,284,288.00","394,082.00"
,Crotone,Autorizzazione al commercio,29.96%,6,"144,595.00","71,306.00","73,289.00","43,317.00","23,524.00","19,793.00","14,046.00","20,852.00","7,308.00"
,,Concessioni televisive nazionali,30.25%,0,"144,595.00","71,306.00","73,289.00","43,734.00","23,775.00","19,959.00","15,907.00","24,721.00","2,307.00"
,,Contrattazione pubblico impiego,29.95%,3,"144,595.00","71,306.00","73,289.00","43,310.00","23,523.00","19,787.00","19,935.00","14,696.00","7,607.00"
,,Interruzioni pubblicitarie,30.24%,0,"144,595.00","71,306.00","73,289.00","43,731.00","23,771.00","19,960.00","15,998.00","24,782.00","2,265.00"
,,Legge elettorale comuni,29.99%,8,"144,595.00","71,306.00","73,289.00","43,361.00","23,558.00","19,803.00","16,593.00","18,397.00","7,315.00"
,,Orari esercizi commerciali,29.97%,9,"144,595.00","71,306.00","73,289.00","43,328.00","23,529.00","19,799.00","14,282.00","21,523.00","6,560.00"
,,Privatizzazione RAI,29.99%,5,"144,595.00","71,306.00","73,289.00","43,357.00","23,556.00","19,801.00","15,544.00","20,091.00","6,641.00"
,,Raccolta pubblicita' radiotelevisiva,30.24%,0,"144,595.00","71,306.00","73,289.00","43,725.00","23,770.00","19,955.00","15,505.00","25,143.00","2,257.00"
,,Rappresentanze sindacali (richiesta massimale),29.96%,1,"144,595.00","71,306.00","73,289.00","43,324.00","23,536.00","19,788.00","16,910.00","18,449.00","6,832.00"
,,Rappresentanze sindacali (richiesta minimale),29.95%,2,"144,595.00","71,306.00","73,289.00","43,308.00","23,522.00","19,786.00","19,080.00","15,639.00","7,475.00"
,,Soggiorno cautelare,29.94%,4,"144,595.00","71,306.00","73,289.00","43,288.00","23,458.00","19,830.00","15,840.00","18,631.00","7,694.00"
,,Trattenute contributi sindacali,29.99%,7,"144,595.00","71,306.00","73,289.00","43,364.00","23,561.00","19,803.00","18,573.00","16,877.00","6,926.00"
,Crotone Total,,30.03%,45,"1,735,140.00","855,672.00","879,468.00","521,147.00","283,083.00","238,064.00","198,213.00","239,801.00","71,187.00"
,Reggio Calabria,Autorizzazione al commercio,37.89%,6,"508,962.00","246,421.00","262,541.00","192,824.00","100,316.00","92,508.00","58,669.00","96,759.00","29,515.00"
,,Concessioni televisive nazionali,38.34%,0,"508,962.00","246,421.00","262,541.00","195,125.00","101,582.00","93,543.00","54,882.00","125,225.00","9,647.00"
,,Contrattazione pubblico impiego,38.08%,3,"508,962.00","246,421.00","262,541.00","193,804.00","100,812.00","92,992.00","88,409.00","65,494.00","31,625.00"
,,Interruzioni pubblicitarie,38.32%,0,"508,962.00","246,421.00","262,541.00","195,044.00","101,505.00","93,539.00","57,166.00","123,628.00","9,545.00"
,,Legge elettorale comuni,37.89%,8,"508,962.00","246,421.00","262,541.00","192,870.00","100,365.00","92,505.00","77,702.00","78,411.00","29,424.00"
,,Orari esercizi commerciali,37.95%,9,"508,962.00","246,421.00","262,541.00","193,173.00","100,489.00","92,684.00","61,521.00","99,094.00","26,074.00"
,,Privatizzazione RAI,37.78%,5,"508,962.00","246,421.00","262,541.00","192,266.00","100,077.00","92,189.00","64,188.00","95,102.00","27,231.00"
,,Raccolta pubblicita' radiotelevisiva,38.32%,0,"508,962.00","246,421.00","262,541.00","195,027.00","101,518.00","93,509.00","54,901.00","125,535.00","9,902.00"
,,Rappresentanze sindacali (richiesta massimale),37.85%,1,"508,962.00","246,421.00","262,541.00","192,649.00","100,284.00","92,365.00","79,864.00","76,834.00","28,823.00"
,,Rappresentanze sindacali (richiesta minimale),37.90%,2,"508,962.00","246,421.00","262,541.00","192,873.00","100,440.00","92,433.00","86,267.00","68,241.00","31,229.00"
,,Soggiorno cautelare,37.87%,4,"508,962.00","246,421.00","262,541.00","192,768.00","100,349.00","92,419.00","72,121.00","83,181.00","30,416.00"
,,Trattenute contributi sindacali,37.91%,7,"508,962.00","246,421.00","262,541.00","192,952.00","100,454.00","92,498.00","88,177.00","69,810.00","28,263.00"
,Reggio Calabria Total,,38.01%,45,"6,107,544.00","2,957,052.00","3,150,492.00","2,321,375.00","1,208,191.00","1,113,184.00","843,867.00","1,107,314.00","291,694.00"
,Vibo Valentia,Autorizzazione al commercio,33.31%,6,"155,725.00","76,654.00","79,071.00","51,879.00","27,155.00","24,724.00","15,052.00","25,438.00","9,805.00"
,,Concessioni televisive nazionali,33.61%,0,"155,725.00","76,654.00","79,071.00","52,337.00","27,445.00","24,892.00","16,372.00","30,271.00","4,461.00"
,,Contrattazione pubblico impiego,33.31%,3,"155,725.00","76,654.00","79,071.00","51,868.00","27,149.00","24,719.00","22,112.00","18,035.00","10,022.00"
,,Interruzioni pubblicitarie,33.65%,0,"155,725.00","76,654.00","79,071.00","52,402.00","27,437.00","24,965.00","16,913.00","30,002.00","4,308.00"
,,Legge elettorale comuni,33.33%,8,"155,725.00","76,654.00","79,071.00","51,910.00","27,169.00","24,741.00","20,029.00","20,819.00","9,398.00"
,,Orari esercizi commerciali,33.33%,9,"155,725.00","76,654.00","79,071.00","51,908.00","27,172.00","24,736.00","15,522.00","26,206.00","8,691.00"
,,Privatizzazione RAI,33.33%,5,"155,725.00","76,654.00","79,071.00","51,909.00","27,170.00","24,739.00","16,530.00","25,103.00","8,897.00"
,,Raccolta pubblicita' radiotelevisiva,33.49%,0,"155,725.00","76,654.00","79,071.00","52,160.00","27,314.00","24,846.00","16,388.00","30,480.00","4,343.00"
,,Rappresentanze sindacali (richiesta massimale),33.51%,1,"155,725.00","76,654.00","79,071.00","52,180.00","27,304.00","24,876.00","20,014.00","21,161.00","9,163.00"
,,Rappresentanze sindacali (richiesta minimale),33.30%,2,"155,725.00","76,654.00","79,071.00","51,854.00","27,142.00","24,712.00","21,404.00","19,060.00","9,831.00"
,,Soggiorno cautelare,33.39%,4,"155,725.00","76,654.00","79,071.00","52,004.00","27,298.00","24,706.00","18,732.00","21,578.00","9,900.00"
,,Trattenute contributi sindacali,33.36%,7,"155,725.00","76,654.00","79,071.00","51,952.00","27,170.00","24,782.00","21,661.00","19,629.00","9,226.00"
